Organism.Name	Strain	species	genus	family	order	class	phylum	superkingdom
Streptococcus salivarius SK126	SK126	Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis ATCC 29667	ATCC 29667	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis CC94A	CC94A	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK1	SK1	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK1056	SK1056	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK1057	SK1057	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK1058	SK1058	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK1059	SK1059	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK1087	SK1087	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK115	SK115	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK150	SK150	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK160	SK160	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK330	SK330	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK340	SK340	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK353	SK353	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK355	SK355	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK36	SK36	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK405	SK405	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK408	SK408	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK49	SK49	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK678	SK678	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis SK72	SK72	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sanguinis VMC66	VMC66	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
		Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-107	TCI-107	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-118	TCI-118	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-119	TCI-119	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-121	TCI-121	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-124	TCI-124	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-13	TCI-13	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-157	TCI-157	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-16	TCI-16	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-160	TCI-160	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-172	TCI-172	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-175	TCI-175	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-194	TCI-194	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-2	TCI-2	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-200	TCI-200	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-215	TCI-215	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-28	TCI-28	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-336	TCI-336	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-342	TCI-342	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-345	TCI-345	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-348	TCI-348	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-349	TCI-349	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-352	TCI-352	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-355	TCI-355	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-357	TCI-357	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-363	TCI-363	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-366	TCI-366	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-367	TCI-367	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-373	TCI-373	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-374	TCI-374	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-376	TCI-376	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-377	TCI-377	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-381	TCI-381	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-384	TCI-384	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-392	TCI-392	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-395	TCI-395	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-396	TCI-396	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-50	TCI-50	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-53	TCI-53	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-54	TCI-54	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-56	TCI-56	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-61	TCI-61	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-77	TCI-77	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-79	TCI-79	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-80	TCI-80	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-89	TCI-89	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-9	TCI-9	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus TCI-98	TCI-98	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sobrinus W1703	W1703	Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. 2_1_36FAA	2_1_36FAA	Streptococcus sp. 2_1_36FAA	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. AS14	AS14	Streptococcus sp. AS14	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. BS35b	BS35b	Streptococcus sp. BS35b	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. C150	C150	Streptococcus sp. C150	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. C300	C300	Streptococcus sp. C300	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. CECT 7746	CECT 7746	Streptococcus dentisani	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. CECT 7747	CECT 7747	Streptococcus dentisani	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. DORA_10	DORA_10	Streptococcus sp. DORA_10	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. F0441	F0441	Streptococcus sp. F0441	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. F0442	F0442	Streptococcus sp. F0442	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. GMD1S	GMD1S	Streptococcus sp. GMD1S	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. GMD2S	GMD2S	Streptococcus sp. GMD2S	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. GMD3S	GMD3S	Streptococcus sp. GMD3S	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. GMD4S	GMD4S	Streptococcus sp. GMD4S	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. GMD5S	GMD5S	Streptococcus sp. GMD5S	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. GMD6S	GMD6S	Streptococcus sp. GMD6S	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. HPH0090	HPH0090	Streptococcus sp. HPH0090	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. HSISB1	HSISB1	Streptococcus sp. HSISB1	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. HSISM1	HSISM1	Streptococcus sp. HSISM1	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. HSISS1	HSISS1	Streptococcus sp. HSISS1	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. HSISS2	HSISS2	Streptococcus sp. HSISS2	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. HSISS3	HSISS3	Streptococcus sp. HSISS3	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. HSISS4	HSISS4	Streptococcus sp. HSISS4	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. I-G2	I-G2	Streptococcus sp. I-G2	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. I-P16	I-P16	Streptococcus sp. I-P16	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. M143	M143	Streptococcus sp. M143	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. M334	M334	Streptococcus sp. M334	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. SK140	SK140	Streptococcus sp. SK140	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. SK643	SK643	Streptococcus sp. SK643	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. oral taxon 056 str. F0418	F0418	Streptococcus sp. oral taxon 056	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. oral taxon 058 str. F0407	F0407	Streptococcus sp. oral taxon 058	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus sp. oral taxon 071 str. 73H25AP	73H25AP	Streptococcus sp. oral taxon 071	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus suis 05HAS68	05HAH33	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus suis 05ZYH33	05ZYH33	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus suis 07SC3	07SC3	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus suis 10581	10581	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus suis 11538	11538	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus suis 11611	11611	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus suis 12814	12814	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Thioalkalivibrio sp. ALE20	ALE20	Thioalkalivibrio sp. ALE20	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALE22	ALE22	Thioalkalivibrio sp. ALE22	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALE23	ALE23	Thioalkalivibrio sp. ALE23	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALE25	ALE25	Thioalkalivibrio sp. ALE25	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALE27	ALE27	Thioalkalivibrio sp. ALE27	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALE28	ALE28	Thioalkalivibrio sp. ALE28	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALE30	ALE30	Thioalkalivibrio sp. ALE30	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALE31	ALE31	Thioalkalivibrio sp. ALE31	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALE6	ALE6	Thioalkalivibrio sp. ALE6	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALE9	ALE9	Thioalkalivibrio sp. ALE9	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ10	ALJ10	Thioalkalivibrio sp. ALJ10	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ11	ALJ11	Thioalkalivibrio sp. ALJ11	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ12	ALJ12	Thioalkalivibrio sp. ALJ12	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ15	ALJ15	Thioalkalivibrio sp. ALJ15	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ16	ALJ16	Thioalkalivibrio sp. ALJ16	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ17	ALJ17	Thioalkalivibrio sp. ALJ17	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ2	ALJ2	Thioalkalivibrio sp. ALJ2	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ20	ALJ20	Thioalkalivibrio sp. ALJ20	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ21	ALJ21	Thioalkalivibrio sp. ALJ21	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ24	ALJ24	Thioalkalivibrio sp. ALJ24	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ3	ALJ3	Thioalkalivibrio sp. ALJ3	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ4	ALJ4	Thioalkalivibrio sp. ALJ4	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ5	ALJ5	Thioalkalivibrio sp. ALJ5	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ6	ALJ6	Thioalkalivibrio sp. ALJ6	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ7	ALJ7	Thioalkalivibrio sp. ALJ7	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Thioalkalivibrio sp. ALJ8	ALJ8	Thioalkalivibrio sp. ALJ8	Thioalkalivibrio	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Streptococcus agalactiae BSU108	BSU108	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus agalactiae BSU133	BSU133	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus agalactiae BSU165	BSU165	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus agalactiae BSU167	BSU167	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus agalactiae BSU174	BSU174	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus agalactiae BSU178	BSU178	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus agalactiae BSU188	BSU188	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus agalactiae BSU247	BSU247	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus agalactiae BSU248	BSU248	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus agalactiae BSU252	BSU252	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
